filename,model_type,blanc_score
langchain-openai_10023032.txt.json,langchain,0.09141494435612083
langchain-openai_10666450.txt.json,langchain,0.02151308712800287
langchain-openai_11250870.txt.json,langchain,0.06289808917197452
langchain-openai_11600250.txt.json,langchain,0.03071470761961016
langchain-openai_12202526.txt.json,langchain,0.02519496100779844
langchain-openai_12791683.txt.json,langchain,0.03207096554077107
langchain-openai_12920324.txt.json,langchain,0.12418300653594772
langchain-openai_14668458.txt.json,langchain,0.039901477832512314
langchain-openai_15070725.txt.json,langchain,0.09900990099009901
langchain-openai_15314218.txt.json,langchain,0.09319727891156462
langchain-openai_17329672.txt.json,langchain,0.06125613853708969
langchain-openai_17360565.txt.json,langchain,0.13401582131223824
langchain-openai_17634151.txt.json,langchain,0.05062274005624749
langchain-openai_17898283.txt.json,langchain,0.04919554455445545
langchain-openai_18177893.txt.json,langchain,0.053500660501981503
langchain-openai_18832739.txt.json,langchain,0.1150413223140496
langchain-openai_19538912.txt.json,langchain,0.0758760498117579
langchain-openai_19682250.txt.json,langchain,0.03930933137398971
langchain-openai_19716270.txt.json,langchain,0.02528658125421443
langchain-openai_20150519.txt.json,langchain,0.066616484757245
langchain-openai_2018836.txt.json,langchain,0.06914546640574037
langchain-openai_20396475.txt.json,langchain,0.058333333333333334
langchain-openai_21768294.txt.json,langchain,0.06301369863013699
langchain-openai_22152042.txt.json,langchain,0.07626076260762607
langchain-openai_22629486.txt.json,langchain,0.03498694516971279
langchain-openai_22723755.txt.json,langchain,0.004625041295011563
langchain-openai_22919255.txt.json,langchain,0.09720457433290978
langchain-openai_22920823.txt.json,langchain,0.017167381974248927
langchain-openai_23872561.txt.json,langchain,0.057433443015255756
langchain-openai_23934175.txt.json,langchain,0.11225012813941568
langchain-openai_24192840.txt.json,langchain,0.058732131758856436
langchain-openai_24215626.txt.json,langchain,0.09265822784810127
langchain-openai_24300108.txt.json,langchain,0.04970455335418839
langchain-openai_24482640.txt.json,langchain,0.03608923884514436
langchain-openai_24532791.txt.json,langchain,0.03819548872180451
langchain-openai_24552547.txt.json,langchain,0.0446524064171123
langchain-openai_24672735.txt.json,langchain,0.028156621205455347
langchain-openai_2478231.txt.json,langchain,0.06820049301561217
langchain-openai_25277158.txt.json,langchain,0.06023316062176166
langchain-openai_25426027.txt.json,langchain,0.04914196567862714
langchain-openai_25526801.txt.json,langchain,0.033453422542460115
langchain-openai_25904064.txt.json,langchain,0.04639479905437352
langchain-openai_26009832.txt.json,langchain,0.05902192242833052
langchain-openai_26061748.txt.json,langchain,0.07368421052631578
langchain-openai_26135587.txt.json,langchain,0.023424428332403793
langchain-openai_26362109.txt.json,langchain,0.00855431993156544
langchain-openai_26388769.txt.json,langchain,0.0158586316266425
langchain-openai_26425313.txt.json,langchain,0.08029197080291971
langchain-openai_26620827.txt.json,langchain,0.07700276243093923
langchain-openai_26693196.txt.json,langchain,0.02854938271604938
langchain-openai_26698563.txt.json,langchain,0.046511627906976744
langchain-openai_26759600.txt.json,langchain,0.03170629954109303
langchain-openai_26771015.txt.json,langchain,0.0570409982174688
langchain-openai_26867006.txt.json,langchain,0.04785478547854786
langchain-openai_26883674.txt.json,langchain,0.07177242888402625
langchain-openai_26989696.txt.json,langchain,0.04879250862493839
langchain-openai_26989706.txt.json,langchain,0.05403458213256484
langchain-openai_27398178.txt.json,langchain,0.08450704225352113
langchain-openai_28025003.txt.json,langchain,0.07556497175141243
