filename,model_type,doc_id,chrf_score
langchain-openai_10023032.txt.json,langchain,10023032,0.0
langchain-openai_10666450.txt.json,langchain,10666450,0.7331378299120234
langchain-openai_11250870.txt.json,langchain,11250870,0.7961783439490446
langchain-openai_11600250.txt.json,langchain,11600250,0.704225352112676
langchain-openai_12202526.txt.json,langchain,12202526,0.6605019815059444
langchain-openai_12791683.txt.json,langchain,12791683,0.5324813631522897
langchain-openai_12920324.txt.json,langchain,12920324,0.0
langchain-openai_14668458.txt.json,langchain,14668458,0.0
langchain-openai_15070725.txt.json,langchain,15070725,0.6561679790026246
langchain-openai_15314218.txt.json,langchain,15314218,0.0
langchain-openai_17329672.txt.json,langchain,17329672,0.0
langchain-openai_17360565.txt.json,langchain,17360565,0.5813953488372092
langchain-openai_17634151.txt.json,langchain,17634151,0.0
langchain-openai_17898283.txt.json,langchain,17898283,0.0
langchain-openai_18177893.txt.json,langchain,18177893,0.0
langchain-openai_18832739.txt.json,langchain,18832739,0.564334085778781
langchain-openai_19538912.txt.json,langchain,19538912,0.0
langchain-openai_19682250.txt.json,langchain,19682250,0.0
langchain-openai_19716270.txt.json,langchain,19716270,0.0
langchain-openai_20150519.txt.json,langchain,20150519,0.6684491978609627
langchain-openai_2018836.txt.json,langchain,2018836,0.6784260515603799
langchain-openai_20396475.txt.json,langchain,20396475,0.0
langchain-openai_21768294.txt.json,langchain,21768294,0.6535947712418301
langchain-openai_22152042.txt.json,langchain,22152042,0.0
langchain-openai_22629486.txt.json,langchain,22629486,0.0
langchain-openai_22723755.txt.json,langchain,22723755,0.0
langchain-openai_22919255.txt.json,langchain,22919255,0.8090614886731391
langchain-openai_22920823.txt.json,langchain,22920823,0.0
langchain-openai_23872561.txt.json,langchain,23872561,0.5813953488372092
langchain-openai_23934175.txt.json,langchain,23934175,0.0
langchain-openai_24192840.txt.json,langchain,24192840,0.6009615384615384
langchain-openai_24215626.txt.json,langchain,24215626,0.6887052341597797
langchain-openai_24300108.txt.json,langchain,24300108,0.6684491978609627
langchain-openai_24482640.txt.json,langchain,24482640,0.51440329218107
langchain-openai_24532791.txt.json,langchain,24532791,0.7072135785007072
langchain-openai_24552547.txt.json,langchain,24552547,0.0
langchain-openai_24672735.txt.json,langchain,24672735,0.0
langchain-openai_2478231.txt.json,langchain,2478231,0.6002400960384153
langchain-openai_25277158.txt.json,langchain,25277158,0.0
langchain-openai_25426027.txt.json,langchain,25426027,0.0
langchain-openai_25526801.txt.json,langchain,25526801,0.0
langchain-openai_25904064.txt.json,langchain,25904064,0.598086124401914
langchain-openai_26009832.txt.json,langchain,26009832,0.0
langchain-openai_26061748.txt.json,langchain,26061748,0.6393861892583119
langchain-openai_26135587.txt.json,langchain,26135587,0.0
langchain-openai_26362109.txt.json,langchain,26362109,0.0
langchain-openai_26388769.txt.json,langchain,26388769,0.0
langchain-openai_26425313.txt.json,langchain,26425313,0.6570302233902761
langchain-openai_26620827.txt.json,langchain,26620827,0.7462686567164178
langchain-openai_26693196.txt.json,langchain,26693196,0.0
langchain-openai_26698563.txt.json,langchain,26698563,0.0
langchain-openai_26759600.txt.json,langchain,26759600,0.9345794392523363
langchain-openai_26771015.txt.json,langchain,26771015,0.0
langchain-openai_26867006.txt.json,langchain,26867006,0.5973715651135004
langchain-openai_26883674.txt.json,langchain,26883674,0.0
langchain-openai_26989696.txt.json,langchain,26989696,0.6510416666666667
langchain-openai_26989706.txt.json,langchain,26989706,0.0
langchain-openai_27398178.txt.json,langchain,27398178,0.0
langchain-openai_28025003.txt.json,langchain,28025003,0.5387931034482759
langchain-openai_28081773.txt.json,langchain,28081773,0.641025641025641
langchain-openai_28085050.txt.json,langchain,28085050,0.0
langchain-openai_28328845.txt.json,langchain,28328845,0.5235602094240838
langchain-openai_28341742.txt.json,langchain,28341742,0.5694760820045558
langchain-openai_28357313.txt.json,langchain,28357313,0.6002400960384153
langchain-openai_28532672.txt.json,langchain,28532672,0.4965243296921548
langchain-openai_28751072.txt.json,langchain,28751072,0.0
langchain-openai_28835437.txt.json,langchain,28835437,0.7429420505200593
langchain-openai_29232865.txt.json,langchain,29232865,0.0
langchain-openai_29372157.txt.json,langchain,29372157,0.0
langchain-openai_29720994.txt.json,langchain,29720994,0.6587615283267457
langchain-openai_29853884.txt.json,langchain,29853884,0.6402048655569782
langchain-openai_30050108.txt.json,langchain,30050108,0.5727376861397481
langchain-openai_30278795.txt.json,langchain,30278795,0.0
langchain-openai_30296261.txt.json,langchain,30296261,0.0
langchain-openai_30338186.txt.json,langchain,30338186,0.8051529790660225
langchain-openai_30400950.txt.json,langchain,30400950,0.0
langchain-openai_30412320.txt.json,langchain,30412320,0.6821282401091404
langchain-openai_30621090.txt.json,langchain,30621090,0.6297229219143576
langchain-openai_30697269.txt.json,langchain,30697269,0.7122507122507121
langchain-openai_30785934.txt.json,langchain,30785934,0.0
langchain-openai_31114497.txt.json,langchain,31114497,0.0
langchain-openai_31292491.txt.json,langchain,31292491,0.8347245409015026
langchain-openai_31387225.txt.json,langchain,31387225,0.5580357142857142
langchain-openai_31438536.txt.json,langchain,31438536,0.5827505827505827
langchain-openai_31515467.txt.json,langchain,31515467,0.7898894154818327
langchain-openai_31598157.txt.json,langchain,31598157,0.9541984732824428
langchain-openai_31623127.txt.json,langchain,31623127,0.700280112044818
langchain-openai_31646728.txt.json,langchain,31646728,0.0
langchain-openai_31692481.txt.json,langchain,31692481,0.6045949214026602
